sid;owner_name;owner_passportNum;owner_TIN(SSN);owner_email;owner_phone;property_type;property_area(square feet);property_location;property_distanceFromCenter (miles);property_numberBedrooms;property_numberBathrooms;property_pnumParking;property_centralHeating;property_airconditioned;property_basement;property_loft;property_sunExposure;property_requested_sale_rent_price;property_sale_rent_price (USD);commission(%);contract_duration(months);property_dateAnnounceRequest;property_dateofSale;type_business;store_ID;store_name;store_location;store_phonenumber;store_emailAddress
129;Elsie CHEUNG;711111239;111-11-0128;ElsieCHEUNG2155@gmail.com;907-488-1547;house;1348;1233 John Kalinas Rd,  NORTH POLE, AK, 99712;14;3;2;2;Y;Y;Y;Y;N;152000;149592;5;NA;19/01/2001;30/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
130;Thea MCMICHAEL;711111240;111-11-0129;TheaMCMICHAEL2155@hotmail.com;907-488-1548;house;1053;1234 John Kalinas Rd,  NORTH POLE, AK, 99712;57;3;3;2;Y;Y;Y;N;S;147000;143215;5;NA;19/01/2001;31/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
131;Willow HALL;711111241;111-11-0130;WillowHALL2155@hotmail.com;907-488-1549;house;2157;1235 John Kalinas Rd,  NORTH POLE, AK, 99712;10;4;3;2;Y;Y;Y;N;S;223000;214692;5;NA;19/01/2001;19/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
132;Leah MACFADYEN;711111242;111-11-0131;LeahMACFADYEN2155@gmail.com;907-488-1550;house;2054;1236 John Kalinas Rd,  NORTH POLE, AK, 99712;70;3;4;2;Y;Y;Y;N;E;241000;235359;5;NA;19/01/2001;22/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
133;Ella OATES;711111243;111-11-0132;EllaOATES2155@hotmail.com;907-488-1551;house;1327;1237 John Kalinas Rd,  NORTH POLE, AK, 99712;64;3;2;2;Y;Y;Y;Y;W;147750;144750;5;NA;19/01/2001;07/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
134;Ellie QUEEN;711111244;111-11-0133;EllieQUEEN2155@yahoo.com;907-488-1552;house;1296;1238 John Kalinas Rd,  NORTH POLE, AK, 99712;8;2;3;2;Y;Y;Y;Y;N;217000;208006;5;NA;20/01/2001;19/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
135;Victoria WILLS;711111245;111-11-0134;VictoriaWILLS2155@hotmail.com;907-488-1553;house;1721;1239 John Kalinas Rd,  NORTH POLE, AK, 99712;19;3;3;2;Y;Y;Y;N;E;177000;171016;5;NA;20/01/2001;12/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
136;Sadie DALLAS;711111246;111-11-0135;SadieDALLAS2155@hotmail.com;907-488-1554;house;1682;1240 John Kalinas Rd,  NORTH POLE, AK, 99712;69;3;2;2;Y;Y;Y;N;W;171000;166513;5;NA;20/01/2001;08/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
137;Eden SEYMOUR;711111247;111-11-0136;EdenSEYMOUR2155@yahoo.com;907-488-1555;house;1214;1241 John Kalinas Rd,  NORTH POLE, AK, 99712;16;3;2;1;Y;Y;Y;N;N;140000;138439;5;NA;20/01/2001;15/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
138;Stella HAMPTON;711111248;111-11-0137;StellaHAMPTON2155@yahoo.com;907-488-1556;house;1959;1242 John Kalinas Rd,  NORTH POLE, AK, 99712;60;5;3;3;Y;Y;Y;Y;N;168000;165528;5;NA;20/01/2001;14/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
139;Emily DALGARNO;711111249;111-11-0138;EmilyDALGARNO2155@hotmail.com;907-488-1557;house;1852;1243 John Kalinas Rd,  NORTH POLE, AK, 99712;47;3;3;3;Y;Y;Y;Y;S;227000;225152;5;NA;20/01/2001;12/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
140;Aaliyah WISHART;711111250;111-11-0139;AaliyahWISHART2155@hotmail.com;907-488-1558;house;1764;1244 John Kalinas Rd,  NORTH POLE, AK, 99712;39;3;4;2;Y;Y;Y;N;S;228500;221478;5;NA;20/01/2001;31/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
141;Peyton MOWBRAY;711111251;111-11-0140;PeytonMOWBRAY2155@hotmail.com;907-488-1559;house;864;1245 John Kalinas Rd,  NORTH POLE, AK, 99712;5;3;1;0;Y;Y;Y;N;E;112000;110317;5;NA;20/01/2001;14/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
142;Brooklyn FERRIE;711111252;111-11-0141;BrooklynFERRIE2155@hotmail.com;907-488-1560;house;1734;1246 John Kalinas Rd,  NORTH POLE, AK, 99712;26;3;3;2;Y;Y;Y;N;W;257000;250250;5;NA;20/01/2001;05/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
143;Matilda PETER;711111253;111-11-0142;MatildaPETER2155@yahoo.com;907-488-1561;house;1385;1247 John Kalinas Rd,  NORTH POLE, AK, 99712;39;4;2;2;Y;Y;Y;Y;N;163000;160424;5;NA;20/01/2001;03/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
144;Sofia COPLAND;711111254;111-11-0143;SofiaCOPLAND2155@hotmail.com;907-488-1562;house;1501;1248 John Kalinas Rd,  NORTH POLE, AK, 99712;63;3;3;2;Y;Y;Y;Y;E;201000;197837;5;NA;20/01/2001;10/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
145;Aria CUMMINGS;711111255;111-11-0144;AriaCUMMINGS2155@gmail.com;907-488-1563;house;1728;1249 John Kalinas Rd,  NORTH POLE, AK, 99712;6;6;3;2;Y;Y;Y;N;W;122000;120109;5;NA;20/01/2001;05/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
146;Stella REEVES;711111256;111-11-0145;StellaREEVES2155@yahoo.com;907-488-1564;house;1709;1250 John Kalinas Rd,  NORTH POLE, AK, 99712;33;3;2;2;Y;Y;Y;N;N;127000;117877;5;NA;20/01/2001;26/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
147;Stella CLUNIE;711111257;111-11-0146;StellaCLUNIE2155@gmail.com;907-488-1565;house;875;1251 John Kalinas Rd,  NORTH POLE, AK, 99712;58;2;2;1;Y;Y;Y;N;N;102000;94531;5;NA;20/01/2001;17/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
148;Willow MCGUIGAN;711111258;111-11-0147;WillowMCGUIGAN2155@gmail.com;907-488-1566;house;2035;1252 John Kalinas Rd,  NORTH POLE, AK, 99712;70;3;3;2;Y;Y;Y;Y;S;222500;222363;5;NA;20/01/2001;29/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
149;Zara HOPE;711111259;111-11-0148;ZaraHOPE2155@gmail.com;907-488-1567;house;1080;1253 John Kalinas Rd,  NORTH POLE, AK, 99712;36;3;2;0;Y;Y;Y;Y;S;141000;137401;5;NA;22/01/2001;30/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
150;Ella PENNY;711111260;111-11-0149;EllaPENNY2155@gmail.com;907-488-1568;house;1344;1254 John Kalinas Rd,  NORTH POLE, AK, 99712;23;3;1;1;Y;Y;Y;N;E;115000;112811;5;NA;22/01/2001;08/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
151;Zoey SCOTT;711111261;111-11-0150;ZoeySCOTT2155@yahoo.com;907-488-1569;house;969;1255 John Kalinas Rd,  NORTH POLE, AK, 99712;33;3;2;2;Y;Y;Y;N;W;122000;115780;5;NA;22/01/2001;24/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
152;Grace GRIFFIN;711111262;111-11-0151;GraceGRIFFIN2155@gmail.com;907-488-1570;house;1710;1256 John Kalinas Rd,  NORTH POLE, AK, 99712;69;2;3;3;Y;Y;Y;N;N;372402;366828;5;NA;22/01/2001;05/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
153;Evelyn CAIRD;711111263;111-11-0152;EvelynCAIRD2155@gmail.com;907-488-1571;house;1993;1257 John Kalinas Rd,  NORTH POLE, AK, 99712;10;4;3;2;Y;Y;Y;Y;E;190000;185649;5;NA;22/01/2001;06/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
154;Jessica MCPHEE;711111264;111-11-0153;JessicaMCPHEE2155@yahoo.com;907-488-1572;house;1252;1258 John Kalinas Rd,  NORTH POLE, AK, 99712;48;1;2;2;Y;Y;Y;Y;W;235000;233808;5;NA;22/01/2001;23/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
155;Rose MCNICOL;711111265;111-11-0154;RoseMCNICOL2155@yahoo.com;907-488-1573;house;1200;1259 John Kalinas Rd,  NORTH POLE, AK, 99712;24;4;1;1;Y;Y;Y;N;N;125000;118302;5;NA;22/01/2001;01/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
156;Eliza MILROY;711111266;111-11-0155;ElizaMILROY2155@yahoo.com;907-488-1574;house;1096;1260 John Kalinas Rd,  NORTH POLE, AK, 99712;10;2;1;0;Y;N;Y;N;N;79000;73942;5;NA;22/01/2001;31/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
157;Thea SOMERVILLE;711111267;111-11-0156;TheaSOMERVILLE2155@hotmail.com;907-488-1575;house;1040;1261 John Kalinas Rd,  NORTH POLE, AK, 99712;68;2;1;2;Y;Y;N;N;S;109500;107816;5;NA;22/01/2001;27/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
158;Billie ELDER;711111268;111-11-0157;BillieELDER2155@hotmail.com;907-488-1576;house;1968;1262 John Kalinas Rd,  NORTH POLE, AK, 99712;36;4;3;3;Y;Y;Y;Y;S;269500;260016;5;NA;22/01/2001;17/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
159;Sienna GAMBLE;711111269;111-11-0158;SiennaGAMBLE2155@gmail.com;907-488-1577;house;1947;1263 John Kalinas Rd,  NORTH POLE, AK, 99712;17;3;3;2;Y;Y;Y;Y;E;254900;254345;5;NA;22/01/2001;13/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
160;Zoe DEMPSTER;711111270;111-11-0159;ZoeDEMPSTER2155@hotmail.com;907-488-1578;house;2462;1264 John Kalinas Rd,  NORTH POLE, AK, 99712;48;4;4;2;Y;Y;Y;N;W;320000;312622;5;NA;22/01/2001;23/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
161;Jessica JUDGE;711111271;111-11-0160;JessicaJUDGE2155@yahoo.com;907-488-1579;house;1232;1265 John Kalinas Rd,  NORTH POLE, AK, 99712;37;3;2;2;Y;Y;Y;N;N;162500;153329;5;NA;22/01/2001;14/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
162;Summer MAXWELL;711111272;111-11-0161;SummerMAXWELL2155@hotmail.com;907-488-1580;house;2668;1266 John Kalinas Rd,  NORTH POLE, AK, 99712;14;3;4;3;Y;Y;Y;N;E;412500;411847;5;NA;22/01/2001;31/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
163;Matilda DEVLIN;711111273;111-11-0162;MatildaDEVLIN2155@yahoo.com;907-488-1581;house;1541;1267 John Kalinas Rd,  NORTH POLE, AK, 99712;70;3;2;2;Y;Y;Y;Y;W;220000;213941;5;NA;22/01/2001;08/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
164;Ellie MACDONALD;711111274;111-11-0163;EllieMACDONALD2155@yahoo.com;907-488-1582;house;882;1268 John Kalinas Rd,  NORTH POLE, AK, 99712;70;1;1;0;Y;Y;Y;Y;N;103200;102501;5;NA;23/01/2001;14/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
165;Addison PORTER;711111275;111-11-0164;AddisonPORTER2155@gmail.com;907-488-1583;house;1616;1269 John Kalinas Rd,  NORTH POLE, AK, 99712;46;3;2;1;Y;Y;Y;N;N;152000;147243;5;NA;23/01/2001;03/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
166;Cora HERON;711111276;111-11-0165;CoraHERON2155@gmail.com;907-488-1584;house;1355;1270 John Kalinas Rd,  NORTH POLE, AK, 99712;25;4;3;0;Y;Y;Y;N;S;127500;122611;5;NA;23/01/2001;14/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
167;Emma READ;711111277;111-11-0166;EmmaREAD2155@yahoo.com;907-488-1585;house;1867;1271 John Kalinas Rd,  NORTH POLE, AK, 99712;36;2;2;1;Y;Y;Y;N;S;190000;181855;5;NA;23/01/2001;17/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
168;Lucy HAGGART;711111278;111-11-0167;LucyHAGGART2155@hotmail.com;907-488-1586;house;2161;1272 John Kalinas Rd,  NORTH POLE, AK, 99712;10;3;3;3;Y;Y;Y;Y;E;325624;318042;5;NA;23/01/2001;12/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
169;Amber HUTCHEON;711111279;111-11-0168;AmberHUTCHEON2155@hotmail.com;907-488-1587;house;1720;1273 John Kalinas Rd,  NORTH POLE, AK, 99712;9;3;3;2;Y;Y;Y;Y;W;183500;178127;5;NA;23/01/2001;07/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
170;Maddison RENWICK;711111280;111-11-0169;MaddisonRENWICK2155@hotmail.com;907-488-1588;house;1707;1274 John Kalinas Rd,  NORTH POLE, AK, 99712;34;2;3;2;Y;Y;Y;N;N;228000;225224;5;NA;23/01/2001;27/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
171;Luna WATTERSON;711111281;111-11-0170;LunaWATTERSON2155@hotmail.com;907-488-1589;house;1382;1275 John Kalinas Rd,  NORTH POLE, AK, 99712;14;2;2;2;Y;Y;Y;N;E;128500;123357;5;NA;23/01/2001;24/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
172;Harper MACNICOL;711111282;111-11-0171;HarperMACNICOL2155@hotmail.com;907-488-1590;house;1656;1276 John Kalinas Rd,  NORTH POLE, AK, 99712;16;3;2;2;Y;Y;Y;N;W;215000;213361;5;NA;23/01/2001;09/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
173;Elsie HAGGERTY;711111283;111-11-0172;ElsieHAGGERTY2155@gmail.com;907-488-1591;house;1767;1277 John Kalinas Rd,  NORTH POLE, AK, 99712;63;2;3;2;Y;Y;Y;Y;N;239000;236158;5;NA;23/01/2001;15/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
174;Emily PAXTON;711111284;111-11-0173;EmilyPAXTON2155@gmail.com;907-488-1592;house;1362;1278 John Kalinas Rd,  NORTH POLE, AK, 99712;11;3;3;2;Y;Y;Y;Y;N;163000;154610;5;NA;23/01/2001;29/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
175;Sarah MILES;711111285;111-11-0174;SarahMILES2155@hotmail.com;907-488-1593;house;1651;1279 John Kalinas Rd,  NORTH POLE, AK, 99712;33;3;3;2;Y;Y;Y;N;S;184000;177635;5;NA;23/01/2001;01/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
176;Maia BALLARD;711111286;111-11-0175;MaiaBALLARD2155@yahoo.com;907-488-1594;house;2158;1280 John Kalinas Rd,  NORTH POLE, AK, 99712;33;4;3;2;Y;Y;Y;N;S;243000;242367;5;NA;23/01/2001;19/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
177;Brooklyn BINNIE;711111287;111-11-0176;BrooklynBINNIE2155@hotmail.com;907-488-1595;house;2060;1281 John Kalinas Rd,  NORTH POLE, AK, 99712;10;4;4;2;Y;Y;Y;N;E;211000;205077;5;NA;23/01/2001;01/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
178;Ellie MACALLISTER;711111288;111-11-0177;EllieMACALLISTER2155@gmail.com;907-488-1596;house;1920;1282 John Kalinas Rd,  NORTH POLE, AK, 99712;3;4;3;2;Y;Y;Y;Y;W;172500;171096;5;NA;23/01/2001;19/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
179;Maddison MACLEAN;711111289;111-11-0178;MaddisonMACLEAN2155@hotmail.com;907-488-1597;house;2234;1283 John Kalinas Rd,  NORTH POLE, AK, 99712;35;1;3;3;Y;Y;Y;Y;N;501837;495083;5;NA;24/01/2001;16/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
180;Florence GREENWOOD;711111290;111-11-0179;FlorenceGREENWOOD2155@gmail.com;907-488-1598;house;968;1284 John Kalinas Rd,  NORTH POLE, AK, 99712;39;2;1;2;Y;Y;Y;N;E;100000;94181;5;NA;24/01/2001;31/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
181;Freya PRENTICE;711111291;111-11-0180;FreyaPRENTICE2155@gmail.com;907-488-1599;house;1525;1285 John Kalinas Rd,  NORTH POLE, AK, 99712;52;3;3;2;Y;Y;Y;N;W;177000;170387;5;NA;24/01/2001;05/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
182;Layla MILES;711111292;111-11-0181;LaylaMILES2155@yahoo.com;907-488-1600;house;1802;1286 John Kalinas Rd,  NORTH POLE, AK, 99712;12;4;2;1;Y;Y;Y;N;N;200100;191307;5;NA;24/01/2001;24/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
183;Evie HUDSON;711111293;111-11-0182;EvieHUDSON2155@yahoo.com;907-488-1601;house;1340;1287 John Kalinas Rd,  NORTH POLE, AK, 99712;61;3;1;1;Y;Y;N;Y;N;120000;115376;5;NA;24/01/2001;27/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
184;Eliza PERRIE;711111294;111-11-0183;ElizaPERRIE2155@gmail.com;907-488-1602;house;2082;1288 John Kalinas Rd,  NORTH POLE, AK, 99712;57;3;3;2;Y;Y;Y;Y;S;200000;195320;5;NA;24/01/2001;16/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
185;Elizabeth TURNER;711111295;111-11-0184;ElizabethTURNER2155@gmail.com;907-488-1603;house;1252;1289 John Kalinas Rd,  NORTH POLE, AK, 99712;35;3;1;2;Y;Y;Y;N;S;127000;124758;5;NA;24/01/2001;24/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
186;Freya JAVED;711111296;111-11-0185;FreyaJAVED2155@yahoo.com;907-488-1604;house;3608;1290 John Kalinas Rd,  NORTH POLE, AK, 99712;1;4;3;3;Y;Y;Y;N;E;475000;468795;5;NA;24/01/2001;29/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
187;Jessica NICHOLAS;711111297;111-11-0186;JessicaNICHOLAS2155@gmail.com;907-488-1605;house;1217;1291 John Kalinas Rd,  NORTH POLE, AK, 99712;51;3;3;2;Y;Y;Y;N;W;173000;170878;5;NA;24/01/2001;26/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
188;Frankie MCAULAY;711111298;111-11-0187;FrankieMCAULAY2155@gmail.com;907-488-1606;house;1656;1292 John Kalinas Rd,  NORTH POLE, AK, 99712;1;3;3;1;Y;Y;Y;Y;N;135000;128365;5;NA;24/01/2001;03/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
189;Alice BRENNAN;711111299;111-11-0188;AliceBRENNAN2155@gmail.com;907-488-1607;house;1224;1293 John Kalinas Rd,  NORTH POLE, AK, 99712;56;2;4;2;Y;Y;Y;Y;E;153337;152607;5;NA;24/01/2001;27/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
190;Layla DAILLY;711111300;111-11-0189;LaylaDAILLY2155@gmail.com;907-488-1608;house;1593;1294 John Kalinas Rd,  NORTH POLE, AK, 99712;30;0;3;2;Y;Y;Y;N;W;286000;278213;5;NA;24/01/2001;12/02/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
191;Charlie CRUICKSHANK;711111301;111-11-0190;CharlieCRUICKSHANK2155@gmail.com;907-488-1609;house;2727;1295 John Kalinas Rd,  NORTH POLE, AK, 99712;19;3;3;2;Y;Y;Y;N;N;315000;310288;5;NA;24/01/2001;30/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
192;Millie LATTO;711111302;111-11-0191;MillieLATTO2155@yahoo.com;907-488-1610;house;1479;1296 John Kalinas Rd,  NORTH POLE, AK, 99712;50;4;3;2;Y;Y;Y;N;N;184000;178915;5;NA;24/01/2001;25/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
193;Mia GANNON;711111303;111-11-0192;MiaGANNON2155@gmail.com;907-488-1611;house;1431;1297 John Kalinas Rd,  NORTH POLE, AK, 99712;6;3;3;2;Y;Y;Y;Y;S;192000;183808;5;NA;24/01/2001;26/01/2001;sale;1;North Pole;71 ST. NICHOLAS DRIVE, NORTH POLE, FAIRBANKS NORTH STAR,Â  AK, 99705;907-488-4800;northpole@realstateUSA.com
