sid;owner_name;owner_passportNum;owner_TIN(SSN);owner_email;owner_phone;property_type;property_area(square feet);property_location;property_distanceFromCenter (miles);property_numberBedrooms;property_numberBathrooms;property_pnumParking;property_centralHeating;property_airconditioned;property_basement;property_loft;property_sunExposure;property_requested_sale_rent_price;property_sale_rent_price (USD);commission(%);contract_duration(months);property_dateAnnounceRequest;property_dateofSale;type_business;store_ID;store_name;store_location;store_phonenumber;store_emailAddress
154;Olivia BATEMAN;711111181;111-11-0070;OliviaBATEMAN2155@hotmail.com;907-488-1489;house;2223;1867 Wazee Street, Denver, CO, 80202;39;3;3;2;Y;Y;Y;N;N;239000;237681;5;NA;15-01-2001;07-02-2001;sale;7;Denver;1800 Wazee Street, Denver, CO, 80202;303-567-5000;denver@realstateUSA.com
155;Lily MCROBBIE;711111182;111-11-0071;LilyMCROBBIE2155@gmail.com;907-488-1490;house;845;1868 Wazee Street, Denver, CO, 80202;54;2;2;2;Y;Y;Y;N;E;124500;119620;5;NA;15-01-2001;29-01-2001;sale;7;Denver;1800 Wazee Street, Denver, CO, 80202;303-567-5000;denver@realstateUSA.com
156;Kiara JOHN;711111183;111-11-0072;KiaraJOHN2155@hotmail.com;907-488-1491;house;1718;1869 Wazee Street, Denver, CO, 80202;12;3;3;2;Y;Y;Y;Y;W;180000;176417;5;NA;15-01-2001;30-01-2001;sale;7;Denver;1800 Wazee Street, Denver, CO, 80202;303-567-5000;denver@realstateUSA.com
157;Jessica JUDGE;711111271;111-11-0160;JessicaJUDGE2155@yahoo.com;907-488-1579;house;1232;202 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;4;3;2;2;Y;Y;Y;N;N;162500;153329;5;NA;22-01-2001;14-02-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
158;Summer MAXWELL;711111272;111-11-0161;SummerMAXWELL2155@hotmail.com;907-488-1580;house;2668;203 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;29;3;4;3;Y;Y;Y;N;E;412500;411847;5;NA;22-01-2001;31-01-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
159;Matilda DEVLIN;711111273;111-11-0162;MatildaDEVLIN2155@yahoo.com;907-488-1581;house;1541;204 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;22;3;2;2;Y;Y;Y;Y;W;220000;213941;5;NA;22-01-2001;08-02-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
160;Ellie MACDONALD;711111274;111-11-0163;EllieMACDONALD2155@yahoo.com;907-488-1582;house;882;205 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;16;1;1;0;Y;Y;Y;Y;N;103200;102501;5;NA;23-01-2001;14-02-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
161;Addison PORTER;711111275;111-11-0164;AddisonPORTER2155@gmail.com;907-488-1583;house;1616;206 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;34;3;2;1;Y;Y;Y;N;N;152000;147243;5;NA;23-01-2001;03-02-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
162;Cora HERON;711111276;111-11-0165;CoraHERON2155@gmail.com;907-488-1584;house;1355;207 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;57;4;3;0;Y;Y;Y;N;S;127500;122611;5;NA;23-01-2001;14-02-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
163;Emma READ;711111277;111-11-0166;EmmaREAD2155@yahoo.com;907-488-1585;house;1867;208 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;62;2;2;1;Y;Y;Y;N;S;190000;181855;5;NA;23-01-2001;17-02-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
164;Lucy HAGGART;711111278;111-11-0167;LucyHAGGART2155@hotmail.com;907-488-1586;house;2161;209 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;3;3;3;3;Y;Y;Y;Y;E;325624;318042;5;NA;23-01-2001;12-02-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
165;Amber HUTCHEON;711111279;111-11-0168;AmberHUTCHEON2155@hotmail.com;907-488-1587;house;1720;210 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;6;3;3;2;Y;Y;Y;Y;W;183500;178127;5;NA;23-01-2001;07-02-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
166;Maddison RENWICK;711111280;111-11-0169;MaddisonRENWICK2155@hotmail.com;907-488-1588;house;1707;211 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;18;2;3;2;Y;Y;Y;N;N;228000;225224;5;NA;23-01-2001;27-01-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
167;Luna WATTERSON;711111281;111-11-0170;LunaWATTERSON2155@hotmail.com;907-488-1589;house;1382;212 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;20;2;2;2;Y;Y;Y;N;E;128500;123357;5;NA;23-01-2001;24-01-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
168;Harper MACNICOL;711111282;111-11-0171;HarperMACNICOL2155@hotmail.com;907-488-1590;house;1656;213 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;1;3;2;2;Y;Y;Y;N;W;215000;213361;5;NA;23-01-2001;09-02-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
169;Elsie HAGGERTY;711111283;111-11-0172;ElsieHAGGERTY2155@gmail.com;907-488-1591;house;1767;214 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;37;2;3;2;Y;Y;Y;Y;N;239000;236158;5;NA;23-01-2001;15-02-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
170;Emily PAXTON;711111284;111-11-0173;EmilyPAXTON2155@gmail.com;907-488-1592;house;1362;215 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;7;3;3;2;Y;Y;Y;Y;N;163000;154610;5;NA;23-01-2001;29-01-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
171;Sarah MILES;711111285;111-11-0174;SarahMILES2155@hotmail.com;907-488-1593;house;1651;216 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;57;3;3;2;Y;Y;Y;N;S;184000;177635;5;NA;23-01-2001;01-02-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
172;Maia BALLARD;711111286;111-11-0175;MaiaBALLARD2155@yahoo.com;907-488-1594;house;2158;217 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;44;4;3;2;Y;Y;Y;N;S;243000;242367;5;NA;23-01-2001;19-02-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
173;Brooklyn BINNIE;711111287;111-11-0176;BrooklynBINNIE2155@hotmail.com;907-488-1595;house;2060;218 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;19;4;4;2;Y;Y;Y;N;E;211000;205077;5;NA;23-01-2001;01-02-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
174;Ellie MACALLISTER;711111288;111-11-0177;EllieMACALLISTER2155@gmail.com;907-488-1596;house;1920;219 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;55;4;3;2;Y;Y;Y;Y;W;172500;171096;5;NA;23-01-2001;19-02-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
175;Maddison MACLEAN;711111289;111-11-0178;MaddisonMACLEAN2155@hotmail.com;907-488-1597;house;2234;220 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;22;1;3;3;Y;Y;Y;Y;N;501837;495083;5;NA;24-01-2001;16-02-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
176;Florence GREENWOOD;711111290;111-11-0179;FlorenceGREENWOOD2155@gmail.com;907-488-1598;house;968;221 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;49;2;1;2;Y;Y;Y;N;E;100000;94181;5;NA;24-01-2001;31-01-2001;sale;8;Lauderdale;201 E Las Olas Blvd., Ft. Lauderdale, FL, 33301;954-587-9202;lauderdale@realstateUSA.com
177;Freya PRENTICE;711111291;111-11-0180;FreyaPRENTICE2155@gmail.com;907-488-1599;house;1525;301 S. Orange Ave, Orlando, FL, 32801;35;3;3;2;Y;Y;Y;N;W;177000;170387;5;NA;24-01-2001;05-02-2001;sale;9;Orlando;300 S. Orange Ave, Orlando, FL, 32801;407-648-9292;orlando@realstateUSA.com
178;Layla MILES;711111292;111-11-0181;LaylaMILES2155@yahoo.com;907-488-1600;house;1802;302 S. Orange Ave, Orlando, FL, 32801;17;4;2;1;Y;Y;Y;N;N;200100;191307;5;NA;24-01-2001;24-01-2001;sale;9;Orlando;300 S. Orange Ave, Orlando, FL, 32801;407-648-9292;orlando@realstateUSA.com
179;Evie HUDSON;711111293;111-11-0182;EvieHUDSON2155@yahoo.com;907-488-1601;house;1340;303 S. Orange Ave, Orlando, FL, 32801;56;3;1;1;Y;Y;N;Y;N;120000;115376;5;NA;24-01-2001;27-01-2001;sale;9;Orlando;300 S. Orange Ave, Orlando, FL, 32801;407-648-9292;orlando@realstateUSA.com
180;Eliza PERRIE;711111294;111-11-0183;ElizaPERRIE2155@gmail.com;907-488-1602;house;2082;304 S. Orange Ave, Orlando, FL, 32801;16;3;3;2;Y;Y;Y;Y;S;200000;195320;5;NA;24-01-2001;16-02-2001;sale;9;Orlando;300 S. Orange Ave, Orlando, FL, 32801;407-648-9292;orlando@realstateUSA.com
181;Elizabeth TURNER;711111295;111-11-0184;ElizabethTURNER2155@gmail.com;907-488-1603;house;1252;305 S. Orange Ave, Orlando, FL, 32801;25;3;1;2;Y;Y;Y;N;S;127000;124758;5;NA;24-01-2001;24-01-2001;sale;9;Orlando;300 S. Orange Ave, Orlando, FL, 32801;407-648-9292;orlando@realstateUSA.com
182;Freya JAVED;711111296;111-11-0185;FreyaJAVED2155@yahoo.com;907-488-1604;house;3608;306 S. Orange Ave, Orlando, FL, 32801;29;4;3;3;Y;Y;Y;N;E;475000;468795;5;NA;24-01-2001;29-01-2001;sale;9;Orlando;300 S. Orange Ave, Orlando, FL, 32801;407-648-9292;orlando@realstateUSA.com
183;Jessica NICHOLAS;711111297;111-11-0186;JessicaNICHOLAS2155@gmail.com;907-488-1605;house;1217;307 S. Orange Ave, Orlando, FL, 32801;41;3;3;2;Y;Y;Y;N;W;173000;170878;5;NA;24-01-2001;26-01-2001;sale;9;Orlando;300 S. Orange Ave, Orlando, FL, 32801;407-648-9292;orlando@realstateUSA.com
184;Frankie MCAULAY;711111298;111-11-0187;FrankieMCAULAY2155@gmail.com;907-488-1606;house;1656;308 S. Orange Ave, Orlando, FL, 32801;45;3;3;1;Y;Y;Y;Y;N;135000;128365;5;NA;24-01-2001;03-02-2001;sale;9;Orlando;300 S. Orange Ave, Orlando, FL, 32801;407-648-9292;orlando@realstateUSA.com
185;Alice BRENNAN;711111299;111-11-0188;AliceBRENNAN2155@gmail.com;907-488-1607;house;1224;309 S. Orange Ave, Orlando, FL, 32801;65;2;4;2;Y;Y;Y;Y;E;153337;152607;5;NA;24-01-2001;27-01-2001;sale;9;Orlando;300 S. Orange Ave, Orlando, FL, 32801;407-648-9292;orlando@realstateUSA.com
186;Layla DAILLY;711111300;111-11-0189;LaylaDAILLY2155@gmail.com;907-488-1608;house;1593;310 S. Orange Ave, Orlando, FL, 32801;6;0;3;2;Y;Y;Y;N;W;286000;278213;5;NA;24-01-2001;12-02-2001;sale;9;Orlando;300 S. Orange Ave, Orlando, FL, 32801;407-648-9292;orlando@realstateUSA.com
187;Charlie CRUICKSHANK;711111301;111-11-0190;CharlieCRUICKSHANK2155@gmail.com;907-488-1609;house;2727;311 S. Orange Ave, Orlando, FL, 32801;13;3;3;2;Y;Y;Y;N;N;315000;310288;5;NA;24-01-2001;30-01-2001;sale;9;Orlando;300 S. Orange Ave, Orlando, FL, 32801;407-648-9292;orlando@realstateUSA.com
188;Millie LATTO;711111302;111-11-0191;MillieLATTO2155@yahoo.com;907-488-1610;house;1479;312 S. Orange Ave, Orlando, FL, 32801;46;4;3;2;Y;Y;Y;N;N;184000;178915;5;NA;24-01-2001;25-01-2001;sale;9;Orlando;300 S. Orange Ave, Orlando, FL, 32801;407-648-9292;orlando@realstateUSA.com
189;Mia GANNON;711111303;111-11-0192;MiaGANNON2155@gmail.com;907-488-1611;house;1431;322 N. Clark, Chicago, IL, 60654;19;3;3;2;Y;Y;Y;Y;S;192000;183808;5;NA;24-01-2001;26-01-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
190;Isla GODFREY;711111304;111-11-0193;IslaGODFREY2155@hotmail.com;907-488-1612;house;1709;323 N. Clark, Chicago, IL, 60654;67;3;2;2;Y;Y;Y;Y;S;130000;121054;5;NA;25-01-2001;03-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
191;Isabelle CHRISTIE;711111305;111-11-0194;IsabelleCHRISTIE2155@yahoo.com;907-488-1613;house;864;324 N. Clark, Chicago, IL, 60654;0;3;1;1;Y;Y;Y;N;E;127000;122382;5;NA;25-01-2001;12-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
192;Athena GALLACHER;711111306;111-11-0195;AthenaGALLACHER2155@hotmail.com;907-488-1614;house;1456;325 N. Clark, Chicago, IL, 60654;20;3;3;2;Y;Y;Y;N;W;148500;144139;5;NA;25-01-2001;26-01-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
193;Zoe GAUGHAN;711111307;111-11-0196;ZoeGAUGHAN2155@gmail.com;907-488-1615;house;1726;326 N. Clark, Chicago, IL, 60654;46;3;3;3;Y;Y;Y;N;N;311872;302421;5;NA;25-01-2001;14-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
194;Stella KAYE;711111308;111-11-0197;StellaKAYE2155@gmail.com;907-488-1616;house;3112;327 N. Clark, Chicago, IL, 60654;31;4;4;2;Y;Y;Y;Y;E;235000;225206;5;NA;25-01-2001;26-01-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
195;Peyton KEENAN;711111309;111-11-0198;PeytonKEENAN2155@hotmail.com;907-488-1617;house;2229;328 N. Clark, Chicago, IL, 60654;32;5;1;0;Y;Y;Y;Y;W;104000;98089;5;NA;25-01-2001;24-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
196;Madison DUGUID;711111310;111-11-0199;MadisonDUGUID2155@gmail.com;907-488-1618;house;1713;329 N. Clark, Chicago, IL, 60654;21;3;3;3;Y;Y;Y;N;N;274900;274425;5;NA;25-01-2001;19-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
197;Riley PATON;711111311;111-11-0200;RileyPATON2155@yahoo.com;907-488-1619;house;1121;330 N. Clark, Chicago, IL, 60654;54;2;2;2;Y;Y;Y;N;N;140000;130929;5;NA;25-01-2001;25-01-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
198;Quinn CARLTON;711111312;111-11-0201;QuinnCARLTON2155@hotmail.com;907-488-1620;house;1279;331 N. Clark, Chicago, IL, 60654;14;3;3;2;Y;Y;Y;N;S;171500;169640;5;NA;25-01-2001;03-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
199;Alexis FORDYCE;711111313;111-11-0202;AlexisFORDYCE2155@yahoo.com;907-488-1621;house;1310;332 N. Clark, Chicago, IL, 60654;20;2;2;1;Y;Y;Y;Y;S;112000;104081;5;NA;25-01-2001;03-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
200;Imogen SADLER;711111314;111-11-0203;ImogenSADLER2155@yahoo.com;907-488-1622;house;848;333 N. Clark, Chicago, IL, 60654;15;1;2;2;Y;Y;Y;Y;E;149000;142812;5;NA;25-01-2001;14-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
201;Rose MCGROARTY;711111315;111-11-0204;RoseMCGROARTY2155@gmail.com;907-488-1623;house;1284;334 N. Clark, Chicago, IL, 60654;61;2;2;1;Y;Y;Y;N;W;110000;106845;5;NA;25-01-2001;15-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
202;Hazel GRACIE;711111316;111-11-0205;HazelGRACIE2155@gmail.com;907-488-1624;house;1442;335 N. Clark, Chicago, IL, 60654;61;3;2;2;Y;Y;Y;N;N;180500;172888;5;NA;25-01-2001;25-01-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
203;Eden WHALEN;711111317;111-11-0206;EdenWHALEN2155@gmail.com;907-488-1625;house;1696;336 N. Clark, Chicago, IL, 60654;8;3;2;1;Y;Y;Y;N;E;143900;139261;5;NA;25-01-2001;19-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
204;Summer MELVIN;711111318;111-11-0207;SummerMELVIN2155@yahoo.com;907-488-1626;house;1100;337 N. Clark, Chicago, IL, 60654;2;3;2;1;Y;Y;Y;Y;W;141000;139593;5;NA;25-01-2001;01-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
205;Ivy MCELROY;711111319;111-11-0208;IvyMCELROY2155@hotmail.com;907-488-1627;house;2062;338 N. Clark, Chicago, IL, 60654;70;3;4;2;Y;Y;Y;Y;N;277000;268238;5;NA;26-01-2001;16-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
206;Ivy HAYTON;711111320;111-11-0209;IvyHAYTON2155@hotmail.com;907-488-1628;house;1092;339 N. Clark, Chicago, IL, 60654;55;3;2;2;Y;Y;Y;N;N;145000;137698;5;NA;26-01-2001;22-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
207;Emily FERNS;711111321;111-11-0210;EmilyFERNS2155@hotmail.com;907-488-1629;house;864;340 N. Clark, Chicago, IL, 60654;40;2;2;0;Y;N;Y;N;S;98000;91927;5;NA;26-01-2001;12-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
208;Leah BIRD;711111322;111-11-0211;LeahBIRD2155@gmail.com;907-488-1630;house;1212;341 N. Clark, Chicago, IL, 60654;1;3;2;2;Y;Y;Y;N;S;186000;180172;5;NA;26-01-2001;19-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
209;Imogen THOMSON;711111323;111-11-0212;ImogenTHOMSON2155@yahoo.com;907-488-1631;house;1852;342 N. Clark, Chicago, IL, 60654;40;3;4;2;Y;Y;Y;Y;E;252678;249097;5;NA;26-01-2001;17-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
210;Daisy HARROLD;711111324;111-11-0213;DaisyHARROLD2155@yahoo.com;907-488-1632;house;990;343 N. Clark, Chicago, IL, 60654;46;3;2;2;Y;Y;Y;Y;W;156000;148976;5;NA;26-01-2001;01-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
211;Harriet NORRIE;711111325;111-11-0214;HarrietNORRIE2155@gmail.com;907-488-1633;house;1392;344 N. Clark, Chicago, IL, 60654;44;3;2;1;Y;Y;Y;N;N;161750;155094;5;NA;26-01-2001;06-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
212;Eden BARRIE;711111326;111-11-0215;EdenBARRIE2155@hotmail.com;907-488-1634;house;1236;345 N. Clark, Chicago, IL, 60654;54;2;2;1;Y;Y;Y;N;E;134450;134258;5;NA;26-01-2001;19-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
213;Harriet SCULLION;711111327;111-11-0216;HarrietSCULLION2155@hotmail.com;907-488-1635;house;1436;346 N. Clark, Chicago, IL, 60654;69;3;3;2;Y;Y;Y;N;W;210000;208482;5;NA;26-01-2001;29-01-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
214;Alice NEVILLE;711111328;111-11-0217;AliceNEVILLE2155@yahoo.com;907-488-1636;house;1328;347 N. Clark, Chicago, IL, 60654;39;3;1;1;Y;N;Y;Y;N;107000;102956;5;NA;26-01-2001;16-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
215;Isabelle BARR;711111329;111-11-0218;IsabelleBARR2155@hotmail.com;907-488-1637;house;1954;348 N. Clark, Chicago, IL, 60654;5;3;3;2;Y;Y;Y;Y;N;311500;305001;5;NA;26-01-2001;19-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
216;Thea FINCH;711111330;111-11-0219;TheaFINCH2155@yahoo.com;907-488-1638;house;1248;349 N. Clark, Chicago, IL, 60654;66;2;2;2;Y;Y;Y;N;S;167240;166627;5;NA;26-01-2001;21-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
217;Emma WATTERS;711111331;111-11-0220;EmmaWATTERS2155@hotmail.com;907-488-1639;house;1498;350 N. Clark, Chicago, IL, 60654;50;2;2;2;Y;Y;Y;N;S;204900;197787;5;NA;26-01-2001;19-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
218;Hannah WELLS;711111332;111-11-0221;HannahWELLS2155@yahoo.com;907-488-1640;house;2267;351 N. Clark, Chicago, IL, 60654;16;4;3;2;Y;Y;Y;N;E;200000;196303;5;NA;26-01-2001;20-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
219;Abigail MCCRACKEN;711111333;111-11-0222;AbigailMCCRACKEN2155@hotmail.com;907-488-1641;house;1552;352 N. Clark, Chicago, IL, 60654;4;3;4;2;Y;Y;Y;Y;W;179900;172295;5;NA;26-01-2001;26-01-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
220;Olive CROCKETT;711111334;111-11-0223;OliveCROCKETT2155@hotmail.com;907-488-1642;house;864;353 N. Clark, Chicago, IL, 60654;28;2;1;2;Y;Y;Y;Y;N;97000;90397;5;NA;27-01-2001;13-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
221;Frankie MERCER;711111335;111-11-0224;FrankieMERCER2155@gmail.com;907-488-1643;house;2392;354 N. Clark, Chicago, IL, 60654;63;3;2;3;Y;Y;Y;N;E;386250;385879;5;NA;27-01-2001;12-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
222;Athena DUNCAN;711111336;111-11-0225;AthenaDUNCAN2155@yahoo.com;907-488-1644;house;1302;355 N. Clark, Chicago, IL, 60654;8;3;3;1;Y;Y;Y;N;W;112000;105267;5;NA;27-01-2001;27-01-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
223;Florence BINGHAM;711111337;111-11-0226;FlorenceBINGHAM2155@yahoo.com;907-488-1645;house;2520;356 N. Clark, Chicago, IL, 60654;53;4;3;3;Y;Y;Y;N;N;290000;280859;5;NA;27-01-2001;03-02-2001;sale;10;Chicago;321 N. Clark, Chicago, IL, 60654;847-292-3900;chicago@realstateUSA.com
224;Thea COWIE;711111338;111-11-0227;TheaCOWIE2155@gmail.com;907-488-1646;house;987;3476 Piedmont Road NE, Atlanta, GA, 30305;38;2;2;1;Y;Y;Y;Y;N;106000;104234;5;NA;27-01-2001;15-02-2001;sale;11;Atlanta;3475 Piedmont Road NE, Atlanta, GA, 30305;404-760-7200;atlanta@realstateUSA.com
225;Heidi BUCKLEY;711111339;111-11-0228;HeidiBUCKLEY2155@hotmail.com;907-488-1647;house;912;3477 Piedmont Road NE, Atlanta, GA, 30305;16;3;1;1;Y;Y;Y;Y;S;125000;122835;5;NA;27-01-2001;01-02-2001;sale;11;Atlanta;3475 Piedmont Road NE, Atlanta, GA, 30305;404-760-7200;atlanta@realstateUSA.com
226;Grace CROSBY;711111340;111-11-0229;GraceCROSBY2155@gmail.com;907-488-1648;house;1555;3478 Piedmont Road NE, Atlanta, GA, 30305;2;2;2;2;Y;Y;Y;N;S;192500;186930;5;NA;27-01-2001;15-02-2001;sale;11;Atlanta;3475 Piedmont Road NE, Atlanta, GA, 30305;404-760-7200;atlanta@realstateUSA.com
227;Evelyn VAUGHAN;711111341;111-11-0230;EvelynVAUGHAN2155@yahoo.com;907-488-1649;house;1194;8889 Keystone Crossing, Indianapolis, IN, 46240;62;3;2;1;Y;Y;Y;N;E;148000;140872;5;NA;27-01-2001;19-02-2001;sale;12;Indianapolis;8888 Keystone Crossing, Indianapolis, IN, 46240;317-228-6200;indianapolis@realstateUSA.com
228;Eva YEATS;711111342;111-11-0231;EvaYEATS2155@yahoo.com;907-488-1650;house;2794;8890 Keystone Crossing, Indianapolis, IN, 46240;59;4;4;3;Y;Y;Y;N;W;403000;398839;5;NA;27-01-2001;13-02-2001;sale;12;Indianapolis;8888 Keystone Crossing, Indianapolis, IN, 46240;317-228-6200;indianapolis@realstateUSA.com
229;Piper HOOD;711111343;111-11-0232;PiperHOOD2155@yahoo.com;907-488-1651;house;987;8891 Keystone Crossing, Indianapolis, IN, 46240;16;2;2;1;Y;Y;Y;Y;N;94500;85022;5;NA;27-01-2001;12-02-2001;sale;12;Indianapolis;8888 Keystone Crossing, Indianapolis, IN, 46240;317-228-6200;indianapolis@realstateUSA.com
230;Evie BAIRD;711111344;111-11-0233;EvieBAIRD2155@hotmail.com;907-488-1652;house;894;8892 Keystone Crossing, Indianapolis, IN, 46240;55;3;2;1;Y;Y;Y;Y;E;128200;126631;5;NA;27-01-2001;05-02-2001;sale;12;Indianapolis;8888 Keystone Crossing, Indianapolis, IN, 46240;317-228-6200;indianapolis@realstateUSA.com
